# 01: epoch 02: loss 03: mc_size
0 -131.1033935546875 1308.0
1000 -2781.316650390625 9332.0
2000 -7850.3759765625 11361.0
3000 -10084.3916015625 11634.0
4000 -11008.1328125 11704.0
5000 -11414.1640625 11728.0
6000 -11579.146484375 11728.0
7000 -11652.5146484375 11728.0
8000 -11688.248046875 11728.0
9000 -11706.5380859375 11728.0
10000 -11716.212890625 11728.0
11000 -11721.44921875 11728.0
12000 -11724.3271484375 11728.0
13000 -11725.9267578125 11728.0
14000 -11726.82421875 11728.0
15000 -11727.3291015625 11728.0
16000 -11727.6171875 11728.0
17000 -11727.7802734375 11728.0
18000 -11727.873046875 11728.0
19000 -11727.927734375 11728.0
20000 -11727.95703125 11728.0
21000 -11727.9765625 11728.0
22000 -11727.986328125 11728.0
23000 -11727.9912109375 11728.0
24000 -11727.99609375 11728.0
25000 -11727.998046875 11728.0
