# 01: epoch 02: loss 03: mc_size
0 -3.3149871826171875 650.0
1000 -76.65423583984375 1098.0
2000 -474.54266357421875 1279.0
3000 -869.203857421875 1349.0
4000 -1097.9609375 1379.0
5000 -1225.9278564453125 1384.0
6000 -1297.0577392578125 1383.0
7000 -1337.6802978515625 1386.0
8000 -1360.4813232421875 1386.0
9000 -1372.2322998046875 1386.0
10000 -1378.44384765625 1386.0
11000 -1381.7930908203125 1386.0
12000 -1383.6328125 1386.0
13000 -1384.6580810546875 1386.0
14000 -1385.2347412109375 1386.0
15000 -1385.5616455078125 1386.0
16000 -1385.7479248046875 1386.0
17000 -1385.8546142578125 1386.0
18000 -1385.9158935546875 1386.0
19000 -1385.951171875 1386.0
20000 -1385.971923828125 1386.0
21000 -1385.9835205078125 1386.0
22000 -1385.9903564453125 1386.0
23000 -1385.994384765625 1386.0
24000 -1385.9967041015625 1386.0
25000 -1385.9981689453125 1386.0
26000 -1385.9989013671875 1386.0
27000 -1385.9993896484375 1386.0
28000 -1385.999755859375 1386.0
