# 01: epoch 02: loss 03: mc_size
0 -8.130184173583984 148.0
1000 -64.74795532226562 520.0
2000 -252.69534301757812 665.0
3000 -460.8087158203125 747.0
4000 -599.485107421875 768.0
5000 -682.18115234375 779.0
6000 -730.9893798828125 784.0
7000 -757.168701171875 784.0
8000 -770.1097412109375 784.0
9000 -776.5565185546875 784.0
10000 -779.91943359375 784.0
11000 -781.7276000976562 784.0
12000 -782.7197265625 784.0
13000 -783.273193359375 784.0
14000 -783.5850219726562 784.0
15000 -783.7620849609375 784.0
16000 -783.8630981445312 784.0
17000 -783.9209594726562 784.0
18000 -783.9542846679688 784.0
19000 -783.9735107421875 784.0
20000 -783.9846801757812 784.0
21000 -783.9910888671875 784.0
22000 -783.9948120117188 784.0
23000 -783.9969482421875 784.0
24000 -783.9981689453125 784.0
25000 -783.9989013671875 784.0
