# 01: epoch 02: loss 03: mc_size
0 -13.076114654541016 241.0
1000 -69.314208984375 394.0
2000 -197.11825561523438 443.0
3000 -317.8779602050781 474.0
4000 -396.1534729003906 492.0
5000 -444.5478210449219 503.0
6000 -476.1081237792969 513.0
7000 -494.8460998535156 513.0
8000 -504.8548278808594 515.0
9000 -509.6940612792969 515.0
10000 -512.189208984375 515.0
11000 -513.4519653320312 515.0
12000 -514.1539306640625 515.0
13000 -514.5260620117188 515.0
14000 -514.730712890625 515.0
15000 -514.845947265625 515.0
16000 -514.9114990234375 515.0
17000 -514.9488525390625 515.0
18000 -514.9703979492188 515.0
19000 -514.9827880859375 515.0
