# 01: epoch 02: loss 03: mc_size
0 -2.295924186706543 -0.0
1000 -8.278655052185059 18.0
2000 -18.018815994262695 66.0
3000 -28.023693084716797 93.0
4000 -37.24274444580078 111.0
5000 -45.39404296875 114.0
6000 -51.97216796875 120.0
7000 -57.49078369140625 120.0
8000 -62.08470916748047 120.0
9000 -66.57806396484375 123.0
10000 -70.94329833984375 123.0
11000 -74.59072875976562 123.0
12000 -77.9070053100586 123.0
13000 -81.01429748535156 123.0
14000 -83.94254302978516 123.0
15000 -86.70556640625 123.0
16000 -89.31121826171875 123.0
17000 -91.76508331298828 123.0
18000 -94.07182312011719 123.0
19000 -96.23672485351562 123.0
20000 -98.26376342773438 123.0
21000 -100.15860748291016 123.0
22000 -101.9267578125 123.0
23000 -103.57390594482422 123.0
24000 -105.10595703125 123.0
25000 -106.52836608886719 123.0
26000 -107.84715270996094 123.0
27000 -109.06890869140625 123.0
28000 -110.1993408203125 123.0
29000 -111.24333953857422 123.0
30000 -112.20802307128906 123.0
31000 -113.09669494628906 123.0
32000 -113.91657257080078 123.0
33000 -114.6709213256836 123.0
34000 -115.36532592773438 123.0
35000 -116.00447082519531 123.0
36000 -116.59090423583984 123.0
37000 -117.13005065917969 123.0
38000 -117.62541198730469 123.0
39000 -118.07978820800781 123.0
40000 -118.49627685546875 123.0
41000 -118.87843322753906 123.0
42000 -119.22892761230469 123.0
43000 -119.5502700805664 123.0
44000 -119.84477233886719 123.0
45000 -120.11459350585938 123.0
46000 -120.36170959472656 123.0
47000 -120.58799743652344 123.0
48000 -120.79460144042969 123.0
49000 -120.98326110839844 123.0
50000 -121.15597534179688 123.0
51000 -121.31404876708984 123.0
52000 -121.45870971679688 123.0
53000 -121.591064453125 123.0
54000 -121.71212768554688 123.0
55000 -121.82289123535156 123.0
56000 -121.92417907714844 123.0
57000 -122.01679992675781 123.0
58000 -122.10149383544922 123.0
