# 01: epoch 02: loss 03: mc_size
0 -60.13058090209961 3514.0
1000 -1227.2327880859375 5122.0
2000 -3861.318115234375 5718.0
3000 -5026.189453125 5832.0
4000 -5500.5205078125 5858.0
5000 -5707.564453125 5869.0
6000 -5794.892578125 5869.0
7000 -5832.53125 5869.0
8000 -5850.25048828125 5869.0
9000 -5859.06640625 5869.0
10000 -5863.625 5869.0
11000 -5866.04833984375 5869.0
12000 -5867.36181640625 5869.0
13000 -5868.08349609375 5869.0
14000 -5868.4833984375 5869.0
15000 -5868.7080078125 5869.0
16000 -5868.83349609375 5869.0
17000 -5868.9052734375 5869.0
18000 -5868.9453125 5869.0
19000 -5868.96875 5869.0
20000 -5868.98193359375 5869.0
21000 -5868.98974609375 5869.0
22000 -5868.99365234375 5869.0
23000 -5868.9970703125 5869.0
24000 -5868.998046875 5869.0
25000 -5868.9990234375 5869.0
