# 01: epoch 02: loss 03: mc_size
0 -19.543123245239258 633.0
1000 -162.07264709472656 955.0
2000 -570.2034912109375 1094.0
3000 -871.16259765625 1165.0
4000 -1024.0989990234375 1173.0
5000 -1105.3150634765625 1185.0
6000 -1148.0205078125 1189.0
7000 -1169.0074462890625 1189.0
8000 -1178.74169921875 1189.0
9000 -1183.52783203125 1189.0
10000 -1186.0074462890625 1189.0
11000 -1187.3370361328125 1189.0
12000 -1188.0655517578125 1189.0
13000 -1188.47119140625 1189.0
14000 -1188.6990966796875 1189.0
15000 -1188.827880859375 1189.0
16000 -1188.9012451171875 1189.0
17000 -1188.943115234375 1189.0
18000 -1188.9671630859375 1189.0
19000 -1188.98095703125 1189.0
20000 -1188.989013671875 1189.0
21000 -1188.99365234375 1189.0
22000 -1188.996337890625 1189.0
23000 -1188.9979248046875 1189.0
24000 -1188.998779296875 1189.0
25000 -1188.999267578125 1189.0
26000 -1188.9996337890625 1189.0
27000 -1188.999755859375 1189.0
28000 -1188.9998779296875 1189.0
29000 -1189.0 1189.0
