# 01: epoch 02: loss 03: mc_size
0 -65.0445556640625 805.0
1000 -175.0459747314453 976.0
2000 -389.0105285644531 1172.0
3000 -633.5419311523438 1284.0
4000 -842.5921630859375 1324.0
5000 -998.05859375 1332.0
6000 -1106.700439453125 1341.0
7000 -1184.2021484375 1348.0
8000 -1239.285400390625 1349.0
9000 -1277.482421875 1349.0
10000 -1302.45556640625 1349.0
11000 -1318.602294921875 1349.0
12000 -1329.1287841796875 1349.0
13000 -1336.01416015625 1349.0
14000 -1340.5224609375 1349.0
15000 -1343.4739990234375 1349.0
16000 -1345.404541015625 1349.0
17000 -1346.6651611328125 1349.0
18000 -1347.4873046875 1349.0
19000 -1348.02197265625 1349.0
20000 -1348.3690185546875 1349.0
21000 -1348.59375 1349.0
22000 -1348.7388916015625 1349.0
23000 -1348.8326416015625 1349.0
24000 -1348.892822265625 1349.0
25000 -1348.9315185546875 1349.0
26000 -1348.956298828125 1349.0
27000 -1348.97216796875 1349.0
28000 -1348.982421875 1349.0
29000 -1348.98876953125 1349.0
30000 -1348.992919921875 1349.0
31000 -1348.9954833984375 1349.0
32000 -1348.9971923828125 1349.0
33000 -1348.998291015625 1349.0
34000 -1348.9989013671875 1349.0
35000 -1348.999267578125 1349.0
36000 -1348.999755859375 1349.0
37000 -1348.999755859375 1349.0
