# 01: epoch 02: loss 03: mc_size
0 -44.345306396484375 605.0
1000 -117.89266967773438 726.0
2000 -265.096923828125 831.0
3000 -433.523681640625 918.0
4000 -580.6680297851562 956.0
5000 -697.3524169921875 975.0
6000 -784.4992065429688 979.0
7000 -847.050537109375 981.0
8000 -890.7310791015625 981.0
9000 -920.5457763671875 981.0
10000 -941.0330200195312 981.0
11000 -954.728759765625 981.0
12000 -963.7059326171875 981.0
13000 -969.6066284179688 981.0
14000 -973.49755859375 981.0
15000 -976.06591796875 981.0
16000 -977.760498046875 981.0
17000 -978.87744140625 981.0
18000 -979.6123046875 981.0
19000 -980.0947875976562 981.0
20000 -980.410888671875 981.0
21000 -980.617431640625 981.0
22000 -980.7521362304688 981.0
23000 -980.8397216796875 981.0
24000 -980.8966064453125 981.0
25000 -980.933349609375 981.0
26000 -980.957275390625 981.0
27000 -980.9725341796875 981.0
28000 -980.982421875 981.0
29000 -980.98876953125 981.0
30000 -980.9927978515625 981.0
31000 -980.9954223632812 981.0
32000 -980.9971923828125 981.0
33000 -980.9981689453125 981.0
34000 -980.9989013671875 981.0
