# 01: epoch 02: loss 03: mc_size
0 -15.604682922363281 248.0
1000 -33.52997970581055 284.0
2000 -71.1267318725586 303.0
3000 -120.14152526855469 328.0
4000 -168.5230712890625 344.0
5000 -210.8376007080078 356.0
6000 -246.51295471191406 364.0
7000 -276.6333923339844 372.0
8000 -302.34783935546875 377.0
9000 -323.4336853027344 380.0
10000 -339.8824462890625 380.0
11000 -351.99737548828125 380.0
12000 -361.0178527832031 381.0
13000 -368.4155578613281 384.0
14000 -373.5784912109375 384.0
15000 -376.93804931640625 384.0
16000 -379.18145751953125 384.0
17000 -380.70843505859375 384.0
18000 -381.7545166015625 384.0
19000 -382.4716796875 384.0
20000 -382.9625244140625 384.0
21000 -383.2976379394531 384.0
22000 -383.52581787109375 384.0
23000 -383.6806945800781 384.0
24000 -383.78558349609375 384.0
25000 -383.8563537597656 384.0
26000 -383.90399169921875 384.0
